league,hfa.before,hfa.adjustment,hfa.now,home.pts,result.likelihood,mean.pts,min.pts,q025.pts,median.pts,q975.pts,max.pts,sd.pts,z.pts
Italy Serie A,0.15586590002828152,0.8,0.12469272002262521,55,0.2127,61.2505,33,47,61,76,89,7.342761153962208,-0.8512465364105145
Italy Serie A,0.15586590002828152,0.8500000000000001,0.1324860150240393,55,0.2012,61.6404,33,48,62,76,89,7.247671399426951,-0.9162115159532528
Italy Serie A,0.15586590002828152,0.9,0.14027931002545338,55,0.1819,62.0764,33,48,62,76,91,7.23245420859254,-0.978423063030646
Italy Serie A,0.15586590002828152,0.9500000000000001,0.14807260502686745,55,0.1704,62.4336,36,48,62,77,90,7.275443921055597,-1.0217383407336407
Italy Serie A,0.15586590002828152,1,0.15586590002828152,55,0.1446,63.196,38,49,63,77,89,7.173724990060833,-1.142502676274254
Italy Serie A,0.15586590002828152,1.05,0.1636591950296956,55,0.1347,63.5522,32,49,64,78,89,7.309926036689167,-1.1699434381518703
Italy Serie A,0.15586590002828152,1.1,0.17145249003110968,55,0.1211,63.9978,38,50,64,78,93,7.266173331781231,-1.2383134270476144
Italy Serie A,0.15586590002828152,1.15,0.17924578503252372,55,0.1126,64.3645,36,50,64,79,92,7.272078661758705,-1.2877335952434903
Italy Serie B,0.1397429226491679,0,0,62,0.8726,53.3955,25,38,53,69,82,7.909281599711971,1.08789905777452
Italy Serie B,0.1397429226491679,0.05,0.0069871461324583954,62,0.8574,53.8044,24,38,54,70,86,8.025121861884081,1.021243059114855
Italy Serie B,0.1397429226491679,0.1,0.013974292264916791,62,0.8425,54.3816,25,39,54,70,84,8.10258888471231,0.9402426938350704
Italy Serie B,0.1397429226491679,0.15000000000000002,0.020961438397375187,62,0.8305,54.8769,28,39.97500000000002,55,70,89,7.9425219392505015,0.8968310134340245
Italy Serie B,0.1397429226491679,0.2,0.027948584529833582,62,0.8196,55.3621,27,40,55,71,88,7.947370612974206,0.8352322199701531
Italy Serie B,0.1397429226491679,0.25,0.034935730662291976,62,0.8003,55.7397,29,40,56,71,86,8.010902656139107,0.7814724842777184
Italy Serie B,0.1397429226491679,0.30000000000000004,0.041922876794750374,62,0.7901,56.246,26,41,56,72,89,7.887718656909681,0.729488493477067
Italy Serie B,0.1397429226491679,0.35000000000000003,0.04891002292720877,62,0.768,56.6996,27,41,57,72,86,7.963083630735709,0.6656215413262336
Italy Serie B,0.1397429226491679,0.4,0.055897169059667164,62,0.747,57.1645,26,42,57,73,88,8.030945732535857,0.6021084142568527
Italy Serie B,0.1397429226491679,0.45,0.06288431519212556,62,0.7341,57.5809,31,42,58,74,90,7.966919252147409,0.554681158442628
Italy Serie B,0.1397429226491679,0.5,0.06987146132458395,62,0.709,58.1277,32,42,58,74,88,8.038709771815347,0.48170665565968535
Italy Serie B,0.1397429226491679,0.55,0.07685860745704236,62,0.6891,58.6148,27,43,58,75,93,8.045538765639188,0.4207549175522562
Italy Serie B,0.1397429226491679,0.6000000000000001,0.08384575358950075,62,0.6797,58.8954,31,44,59,75,87,7.961695654806831,0.38994205940610305
Italy Serie B,0.1397429226491679,0.65,0.09083289972195914,62,0.6519,59.4862,30,44,59,75,94,7.948315993511661,0.3162682512939922
Italy Serie B,0.1397429226491679,0.7000000000000001,0.09782004585441754,62,0.6197,60.107,32,45,60,76,89,7.956976960393616,0.23790442141815096
Italy Serie B,0.1397429226491679,0.75,0.10480719198687594,62,0.6061,60.4122,31,45,60,76,88,8.069300001874513,0.1967704757080729
Italy Serie B,0.1397429226491679,0.8,0.11179433811933433,62,0.5782,60.9556,32,46,61,76,90,8.014477638947065,0.13031416981247146
Italy Serie B,0.1397429226491679,0.8500000000000001,0.11878148425179273,62,0.5546,61.3955,31,46,61,77,90,8.137598036286876,0.07428481934158428
Italy Serie B,0.1397429226491679,0.9,0.12576863038425112,62,0.5281,61.9194,30,46,62,78,92,8.049955516546774,0.010012477688146561
Italy Serie B,0.1397429226491679,0.9500000000000001,0.13275577651670953,62,0.5127,62.2793,33,47,62,78,95,7.982885703579605,-0.03498734798053771
Italy Serie B,0.1397429226491679,1,0.1397429226491679,62,0.4831,62.8191,33,47,63,78,92,8.020636399365394,-0.10212406587397571
Italy Serie B,0.1397429226491679,1.05,0.1467300687816263,62,0.4659,63.1589,31,47,63,79,95,8.069582554646841,-0.14361337679514216
Italy Serie B,0.1397429226491679,1.1,0.15371721491408472,62,0.451,63.6789,34,48,63,80,96,8.072875071570978,-0.20796803928160942
Italy Serie B,0.1397429226491679,1.15,0.1607043610465431,62,0.4183,64.1658,34,49,64,79.02499999999964,94,7.9784632572692065,-0.27145578417331634
Norwegian Tippeligaen,0.16264306000165898,0,0,55,0.4035,57.6434,28,42,58,74,88,8.240147234281938,-0.32079523882807787
Norwegian Tippeligaen,0.16264306000165898,0.05,0.008132153000082949,55,0.3707,58.1161,28,43,58,74,98,7.9993762126792864,-0.3895428739882089
Norwegian Tippeligaen,0.16264306000165898,0.1,0.016264306000165898,55,0.3438,58.7278,30,43,59,75,88,8.050440243788652,-0.46305542145675826
Norwegian Tippeligaen,0.16264306000165898,0.15000000000000002,0.024396459000248852,55,0.3218,59.2113,29,43,59,75,91,8.130895612190924,-0.5179380231724853
Norwegian Tippeligaen,0.16264306000165898,0.2,0.032528612000331796,55,0.2935,59.9187,28,44,60,76,90,8.123600777916153,-0.6054827328998478
Norwegian Tippeligaen,0.16264306000165898,0.25,0.040660765000414746,55,0.2716,60.4274,29,44,60,76,93,8.219701064428005,-0.6602916526353848
Norwegian Tippeligaen,0.16264306000165898,0.30000000000000004,0.048792918000497704,55,0.2451,61.0923,27,45,61,77,94,8.093190389646614,-0.7527686495295732
Norwegian Tippeligaen,0.16264306000165898,0.35000000000000003,0.05692507100058065,55,0.2239,61.6881,32,46,62,78,92,8.175946611879265,-0.8180214863784097
Norwegian Tippeligaen,0.16264306000165898,0.4,0.06505722400066359,55,0.1984,62.3766,31,47,62,78,93,8.129168517018073,-0.9074236786403679
Norwegian Tippeligaen,0.16264306000165898,0.45,0.07318937700074654,55,0.1852,62.8041,31,47,63,79,94,8.051646172715804,-0.9692552097539193
Norwegian Tippeligaen,0.16264306000165898,0.5,0.08132153000082949,55,0.1598,63.5031,35,47,63,80,96,8.149419101578303,-1.0433995225933592
Norwegian Tippeligaen,0.16264306000165898,0.55,0.08945368300091244,55,0.1431,64.2374,35,48,64,80,99,8.125616518417567,-1.1368245079081016
Norwegian Tippeligaen,0.16264306000165898,0.6000000000000001,0.09758583600099541,55,0.1263,64.6667,32,49,65,81,93,8.172238962424306,-1.1828704525708542
Norwegian Tippeligaen,0.16264306000165898,0.65,0.10571798900107834,55,0.1162,65.2838,36,49,65,81,97,8.172523268468396,-1.2583384179127919
Norwegian Tippeligaen,0.16264306000165898,0.7000000000000001,0.1138501420011613,55,0.1005,65.9049,32,50,66,82,96,8.071862950220892,-1.350976852214962
Norwegian Tippeligaen,0.16264306000165898,0.75,0.12198229500124425,55,0.0864,66.5202,34,50,67,82,99,8.125342705351446,-1.4178109672115937
Norwegian Tippeligaen,0.16264306000165898,0.8,0.13011444800132718,55,0.0759,67.1488,32,51,67,83,95,8.152797395405889,-1.4901388334322963
Norwegian Tippeligaen,0.16264306000165898,0.8500000000000001,0.13824660100141015,55,0.069,67.5997,35,52,68,84,97,8.116553933460645,-1.5523459960091561
Norwegian Tippeligaen,0.16264306000165898,0.9,0.14637875400149308,55,0.0585,68.1774,38,52,68,84,97,8.12400942841152,-1.622031598574421
Norwegian Tippeligaen,0.16264306000165898,0.9500000000000001,0.15451090700157605,55,0.0472,68.9636,36,53,69,85,99,8.052264211753958,-1.7341209419851396
Norwegian Tippeligaen,0.16264306000165898,1,0.16264306000165898,55,0.0389,69.3619,37,54,69,85,98,8.012699215924213,-1.792392252969832
Norwegian Tippeligaen,0.16264306000165898,1.05,0.17077521300174195,55,0.0376,70.0644,36,54,70,86,101,8.186144021173433,-1.8402314888470064
Norwegian Tippeligaen,0.16264306000165898,1.1,0.17890736600182489,55,0.032,70.5359,40,55,71,86,97,8.10157236204638,-1.9176400957401039
Norwegian Tippeligaen,0.16264306000165898,1.15,0.18703951900190782,55,0.0268,71.1336,43,55,71,87,100,8.111074527644245,-1.9890829439445175
Portuguese Liga,0.1771517536300817,0,0,75,0.7946,68.7335,38,52,69,85,98,8.304575506757388,0.754584023578445
Portuguese Liga,0.1771517536300817,0.05,0.008857587681504086,75,0.7757,69.1951,39,53,69,86,102,8.450986800829284,0.6868901983648082
Portuguese Liga,0.1771517536300817,0.1,0.017715175363008172,75,0.7431,69.9474,40,54,70,87,110,8.443042208598369,0.5984335829630753
Portuguese Liga,0.1771517536300817,0.15000000000000002,0.02657276304451226,75,0.7182,70.7328,38,55,71,88,105,8.38449963584079,0.5089391359454799
Portuguese Liga,0.1771517536300817,0.2,0.035430350726016344,75,0.692,71.3693,37,55,71,88,101,8.360042257109354,0.4342920631666028
Portuguese Liga,0.1771517536300817,0.25,0.044287938407520426,75,0.6582,72.0075,44,56,72,89,106,8.527351014326323,0.3509296140117225
Portuguese Liga,0.1771517536300817,0.30000000000000004,0.05314552608902452,75,0.6356,72.6579,44,57,73,89,104,8.387091386183414,0.2792505640105808
Portuguese Liga,0.1771517536300817,0.35000000000000003,0.062003113770528605,75,0.6023,73.299,41,57,73,90,105,8.46174681232614,0.20102232289935265
Portuguese Liga,0.1771517536300817,0.4,0.07086070145203269,75,0.5692,74.0391,40,58,74,90,103,8.420692489112735,0.11411175520806158
Portuguese Liga,0.1771517536300817,0.45,0.07971828913353676,75,0.537,74.6776,42,58,75,91,108,8.317943078532442,0.03875958238186017
Portuguese Liga,0.1771517536300817,0.5,0.08857587681504085,75,0.5093,75.3639,43,59,75,92,108,8.441125638811748,-0.04311036413518268
Portuguese Liga,0.1771517536300817,0.55,0.09743346449654494,75,0.469,76.1713,43,60,76,92,107,8.343123940210177,-0.14039105836062832
Portuguese Liga,0.1771517536300817,0.6000000000000001,0.10629105217804904,75,0.4453,76.7672,40,61,77,93,108,8.345655705630067,-0.21175088720803936
Portuguese Liga,0.1771517536300817,0.65,0.1151486398595531,75,0.4156,77.3137,48,61,77,94,114,8.440486744948371,-0.2741192623025853
Portuguese Liga,0.1771517536300817,0.7000000000000001,0.12400622754105721,75,0.3772,78.169,48,62,78,95,116,8.453317979260325,-0.3748823843814862
Portuguese Liga,0.1771517536300817,0.75,0.13286381522256127,75,0.3482,78.7952,49,62,79,95,110,8.372542439826189,-0.45329122274103173
Portuguese Liga,0.1771517536300817,0.8,0.14172140290406537,75,0.323,79.3322,48,63,79,96,117,8.40877600554273,-0.5151998337385116
Portuguese Liga,0.1771517536300817,0.8500000000000001,0.15057899058556948,75,0.2939,80.1032,45,64,80,97,111,8.446980816155016,-0.604144854956937
Portuguese Liga,0.1771517536300817,0.9,0.15943657826707353,75,0.2755,80.5276,51,64,81,97,109,8.400767555976833,-0.6579874949720904
Portuguese Liga,0.1771517536300817,0.9500000000000001,0.16829416594857763,75,0.2396,81.4846,50,65,81,98,111,8.468348961480823,-0.7657454870478161
Portuguese Liga,0.1771517536300817,1,0.1771517536300817,75,0.2141,82.1119,50,66,82,98,114,8.388850676437574,-0.8477800206857609
Portuguese Liga,0.1771517536300817,1.05,0.1860093413115858,75,0.1955,82.7385,50,66,83,99,114,8.440429007709467,-0.9168372831442188
Portuguese Liga,0.1771517536300817,1.1,0.19486692899308988,75,0.1688,83.4561,49,67,83,100,117,8.343910047063508,-1.013445728957251
Portuguese Liga,0.1771517536300817,1.15,0.20372451667459393,75,0.152,84.1848,53,68,84,101,117,8.43223334686141,-1.0892487935498962
Russian Premier Liga,0.16019434468774166,0,0,31,0.2781,35.2488,15,23,35,48,60,6.254615142521409,-0.6793063846750439
Russian Premier Liga,0.16019434468774166,0.05,0.008009717234387084,31,0.2603,35.5144,13,24,35,48,57,6.218477272287694,-0.7259655060762512
Russian Premier Liga,0.16019434468774166,0.1,0.016019434468774168,31,0.2492,35.8499,13,24,36,48,63,6.227298604916218,-0.7788128220110057
Russian Premier Liga,0.16019434468774166,0.15000000000000002,0.024029151703161254,31,0.2347,36.1882,13,24,36,49,64,6.328821861817242,-0.8197734291276568
Russian Premier Liga,0.16019434468774166,0.2,0.032038868937548336,31,0.2077,36.6297,15,25,37,49,62,6.240983327752906,-0.9020533631239485
Russian Premier Liga,0.16019434468774166,0.25,0.040048586171935414,31,0.197,36.8794,13,25,37,49,63,6.275109030075408,-0.9369398956768953
Russian Premier Liga,0.16019434468774166,0.30000000000000004,0.04805830340632251,31,0.1859,37.1285,16,25,37,49,64,6.244956981338613,-0.9813518360996543
Russian Premier Liga,0.16019434468774166,0.35000000000000003,0.056068020640709586,31,0.1694,37.5271,15,25,38,50,62,6.238377779978748,-1.046281618427769
Russian Premier Liga,0.16019434468774166,0.4,0.06407773787509667,31,0.165,37.8334,12,25,38,50,62,6.4213680658239545,-1.0641657556384245
Russian Premier Liga,0.16019434468774166,0.45,0.07208745510948375,31,0.1407,38.2848,17,26,38,50,63,6.249431534103718,-1.1656740233485523
Russian Premier Liga,0.16019434468774166,0.5,0.08009717234387083,31,0.1349,38.4905,16,26,38,51,64,6.327030336681509,-1.1838887442301598
Russian Premier Liga,0.16019434468774166,0.55,0.08810688957825792,31,0.1237,38.8359,18,27,39,51,64,6.326102524249408,-1.2386615566161303
Russian Premier Liga,0.16019434468774166,0.6000000000000001,0.09611660681264501,31,0.1061,39.2143,14,27,39,52,60,6.235596505257347,-1.3173238507453733
Russian Premier Liga,0.16019434468774166,0.65,0.10412632404703208,31,0.0933,39.6182,15,27,40,52,62,6.237557171837961,-1.3816626866220063
Russian Premier Liga,0.16019434468774166,0.7000000000000001,0.11213604128141917,31,0.0966,39.7529,16,27,40,52,65,6.317074649963646,-1.3855938840378226
Russian Premier Liga,0.16019434468774166,0.75,0.12014575851580625,31,0.0842,40.2475,17,28,40,53,63,6.333044646570048,-1.4601981378748705
Russian Premier Liga,0.16019434468774166,0.8,0.12815547575019334,31,0.0776,40.4613,20,28,40,53,63,6.325148461522941,-1.4958225972963093
Russian Premier Liga,0.16019434468774166,0.8500000000000001,0.13616519298458044,31,0.0714,40.8987,17,29,41,53,65,6.355460447343668,-1.5575110697348868
Russian Premier Liga,0.16019434468774166,0.9,0.1441749102189675,31,0.0604,41.1398,20,29,41,53,65,6.323784862366726,-1.603438481967127
Russian Premier Liga,0.16019434468774166,0.9500000000000001,0.1521846274533546,31,0.0546,41.5755,19,29,42,54,63,6.294955313283775,-1.6799960402710579
Russian Premier Liga,0.16019434468774166,1,0.16019434468774166,31,0.0526,41.8079,17,29,42,55,69,6.435428428932015,-1.6794375260876937
Russian Premier Liga,0.16019434468774166,1.05,0.16820406192212875,31,0.0491,42.1159,15,30,42,55,65,6.382863094578201,-1.7415225479992182
Russian Premier Liga,0.16019434468774166,1.1,0.17621377915651584,31,0.0416,42.5616,19,30,43,55,68,6.365191042356904,-1.8163791036378647
Russian Premier Liga,0.16019434468774166,1.15,0.18422349639090288,31,0.0336,42.9222,22,31,43,55,68,6.270955242063588,-1.9011776579155986
Spanish Primera Division,0.20808353813986716,0,0,101,0.8842,89.5538,55,70,89,109,128,9.865517645001725,1.1602229514838602
Spanish Primera Division,0.20808353813986716,0.05,0.010404176906993358,101,0.8644,90.7344,58,72,91,110,133,9.746176452103848,1.0532951101848802
Spanish Primera Division,0.20808353813986716,0.1,0.020808353813986716,101,0.8381,91.8462,56,73,92,111,132,9.763743064412479,0.9375297915575396
Spanish Primera Division,0.20808353813986716,0.15000000000000002,0.03121253072098008,101,0.808,92.7762,54,74,93,112,131,9.849680968514571,0.8349305958526114
Spanish Primera Division,0.20808353813986716,0.2,0.04161670762797343,101,0.7795,93.9453,60,74,94,113,129,9.848756658115333,0.7163036152575619
Spanish Primera Division,0.20808353813986716,0.25,0.05202088453496679,101,0.7373,95.1345,60,76,95,114,135,9.88330803566158,0.5934753807971711
Spanish Primera Division,0.20808353813986716,0.30000000000000004,0.06242506144196016,101,0.71,96.1503,63,77,96,115,129,9.768963771829513,0.4964395521646771
Spanish Primera Division,0.20808353813986716,0.35000000000000003,0.07282923834895351,101,0.67490000000000006,97.0868,59,78,97,117,137,9.77733222216256,0.40023187420489204
Spanish Primera Division,0.20808353813986716,0.4,0.08323341525594687,101,0.6338,98.1868,60,79,98,118,134,9.859220363832947,0.2853369633890923
Spanish Primera Division,0.20808353813986716,0.45,0.09363759216294022,101,0.5785,99.4715,59,80,100,119,137,9.918720978663794,0.15410253028469673
Spanish Primera Division,0.20808353813986716,0.5,0.10404176906993358,101,0.5381,100.6152,67,82,101,120,137,9.777325225687079,0.0393563670142677
Spanish Primera Division,0.20808353813986716,0.55,0.11444594597692695,101,0.4968,101.5627,64,82,102,121,143,9.855464561763329,-0.05709522838559413
Spanish Primera Division,0.20808353813986716,0.6000000000000001,0.12485012288392032,101,0.462,102.5119,67,83,103,122,142,9.904093471729235,-0.15265405201552712
Spanish Primera Division,0.20808353813986716,0.65,0.13525429979091366,101,0.4161,103.6169,67,84,104,123,144,9.82317585449771,-0.2664006059508553
Spanish Primera Division,0.20808353813986716,0.7000000000000001,0.14565847669790702,101,0.375,104.5974,69,85,105,124,143,9.780627756331942,-0.3678087020202819
Spanish Primera Division,0.20808353813986716,0.75,0.15606265360490038,101,0.324,105.8397,68,87,106,125,144,9.665792604058213,-0.5007038944709025
Spanish Primera Division,0.20808353813986716,0.8,0.16646683051189373,101,0.3031,106.6643,74,88,107,126,142,9.836050035356156,-0.5758714097264042
Spanish Primera Division,0.20808353813986716,0.8500000000000001,0.17687100741888712,101,0.2586,107.8981,74,89,108,127,145,9.838597267376024,-0.7011263712230126
Spanish Primera Division,0.20808353813986716,0.9,0.18727518432588044,101,0.2171,109.1265,73,90,109,128,147,9.740574193986864,-0.8342937323979026
Spanish Primera Division,0.20808353813986716,0.9500000000000001,0.1976793612328738,101,0.1883,109.9741,74,91,110,129,148,9.679421383007922,-0.9271318651085801
Spanish Primera Division,0.20808353813986716,1,0.20808353813986716,101,0.1579,111.2822,72,92,111,130,147,9.67019722815637,-1.0632875170386067
Spanish Primera Division,0.20808353813986716,1.05,0.21848771504686051,101,0.133,112.2078,69,93,112,131,146,9.687332119854261,-1.1569542430603297
Spanish Primera Division,0.20808353813986716,1.1,0.2288918919538539,101,0.11,113.3358,73,94,113,132,148,9.725980558780847,-1.2683348404252106
Spanish Primera Division,0.20808353813986716,1.15,0.2392960688608472,101,0.0965,114.2399,71,96,114,133,151,9.665282704555304,-1.369840945651798
Spanish Segunda Division,0.19024792076596206,0,0,95,0.3952,98.3771,57,78,98,119,143,10.568172226852742,-0.3195538384034944
Spanish Segunda Division,0.19024792076596206,0.05,0.009512396038298104,95,0.3603,99.4145,59,78,99,120,146,10.748964776869327,-0.41069071223487086
Spanish Segunda Division,0.19024792076596206,0.1,0.019024792076596207,95,0.324,100.358,60,80,100,121,145,10.714080228909767,-0.5000895910357784
Spanish Segunda Division,0.19024792076596206,0.15000000000000002,0.028537188114894314,95,0.2915,101.3585,62,80,101,123,140,10.734155763728976,-0.5923614432245862
Spanish Segunda Division,0.19024792076596206,0.2,0.038049584153192414,95,0.2503,102.645,60,82,103,123,143,10.565412334300039,-0.7235874718472575
Spanish Segunda Division,0.19024792076596206,0.25,0.047561980191490515,95,0.224,103.6301,58,83,104,125,143,10.675395561619236,-0.8084103254241374
Spanish Segunda Division,0.19024792076596206,0.30000000000000004,0.05707437622978863,95,0.1919,104.7743,64,84,105,126,141,10.63660064293681,-0.9189308058200512
Spanish Segunda Division,0.19024792076596206,0.35000000000000003,0.06658677226808672,95,0.1677,105.9133,59,85,106,127,152,10.792471026279632,-1.0111956727450235
Spanish Segunda Division,0.19024792076596206,0.4,0.07609916830638483,95,0.1369,107.1332,70,86,107,128,148,10.59337905146289,-1.1453569197379443
Spanish Segunda Division,0.19024792076596206,0.45,0.08561156434468292,95,0.1187,108.0837,69,87,108,129,151,10.666661711951294,-1.2265974447601133
Spanish Segunda Division,0.19024792076596206,0.5,0.09512396038298103,95,0.0931,109.44970000000001,69,89,109,130,148,10.609718494034244,-1.3619305741358692
Spanish Segunda Division,0.19024792076596206,0.55,0.10463635642127914,95,0.0798,110.5463,70,89,111,131,151,10.702154452305017,-1.4526327450499146
Spanish Segunda Division,0.19024792076596206,0.6000000000000001,0.11414875245957726,95,0.0707,111.3747,74,90,111,133,156,10.748369767330557,-1.523458938840247
Spanish Segunda Division,0.19024792076596206,0.65,0.12366114849787534,95,0.055,112.7181,72,92,113,134,151,10.742884777718448,-1.649286980788315
Spanish Segunda Division,0.19024792076596206,0.7000000000000001,0.13317354453617344,95,0.0397,113.9846,73,93,114,135,148,10.619050770380863,-1.7877869133983901
Spanish Segunda Division,0.19024792076596206,0.75,0.14268594057447154,95,0.0327,114.9594,76,94,115,136,155,10.623118031146522,-1.8788645613726502
Spanish Segunda Division,0.19024792076596206,0.8,0.15219833661276966,95,0.0289,115.9995,77,95,116,136,161,10.742338643607983,-1.9548350407381112
Spanish Segunda Division,0.19024792076596206,0.8500000000000001,0.16171073265106778,95,0.0228,117.0855,75,96,117,138,162,10.652001514439734,-2.0733662091637086
Spanish Segunda Division,0.19024792076596206,0.9,0.17122312868936584,95,0.0162,118.1984,76,98,118,139,153,10.64171800303906,-2.1799487632894436
Spanish Segunda Division,0.19024792076596206,0.9500000000000001,0.18073552472766397,95,0.0117,119.4945,82,99,119,140,159,10.636977215281973,-2.302768869788416
Spanish Segunda Division,0.19024792076596206,1,0.19024792076596206,95,0.0097,120.1832,82,100,120,141,161,10.508210123898397,-2.3965261165388068
Spanish Segunda Division,0.19024792076596206,1.05,0.19976031680426018,95,0.0071,121.7161,75,101,122,142,161,10.588253486821616,-2.523182886889842
Spanish Segunda Division,0.19024792076596206,1.1,0.20927271284255827,95,0.0064,122.9151,83,101,123,143,166,10.65024106550999,-2.6210768214816245
Spanish Segunda Division,0.19024792076596206,1.15,0.21878510888085634,95,0.0042,123.9033,84,103,124,145,166,10.563905940554001,-2.73604291468012
Swedish Allsvenskan,0.1537388679519309,0,0,49,0.1929,55.9321,27,42,56,71,84,7.359151126354863,-0.941970056189566
Swedish Allsvenskan,0.1537388679519309,0.05,0.007686943397596545,49,0.1784,56.2842,28,42,56,71,86,7.354429897953504,-0.9904506672946807
Swedish Allsvenskan,0.1537388679519309,0.1,0.01537388679519309,49,0.1608,56.8636,28,42,57,72,84,7.493998334741216,-1.049319688736166
Swedish Allsvenskan,0.1537388679519309,0.15000000000000002,0.02306083019278964,49,0.1434,57.3475,31,43,57,72,86,7.409833622520234,-1.126543513018966
Swedish Allsvenskan,0.1537388679519309,0.2,0.03074777359038618,49,0.1307,57.8384,29,44,58,73,88,7.362927862655662,-1.2003920403495798
Swedish Allsvenskan,0.1537388679519309,0.25,0.038434716987982724,49,0.1154,58.4361,31,44,58,73,87,7.483776952966208,-1.260874029157161
Swedish Allsvenskan,0.1537388679519309,0.30000000000000004,0.04612166038557928,49,0.1079,58.7114,30,44,59,73,91,7.422049496053781,-1.308452605330029
Swedish Allsvenskan,0.1537388679519309,0.35000000000000003,0.05380860378317582,49,0.0911,59.3645,31,45,59,74,96,7.432803267034628,-1.3944267899525604
Swedish Allsvenskan,0.1537388679519309,0.4,0.06149554718077236,49,0.0876,59.7384,33,45,60,75,86,7.538146178257655,-1.4245412261933663
Swedish Allsvenskan,0.1537388679519309,0.45,0.06918249057836891,49,0.0756,60.194,32,46,60,75,86,7.44618751918437,-1.5033196479620963
Swedish Allsvenskan,0.1537388679519309,0.5,0.07686943397596545,49,0.0639,60.674,32,46,61,75,89,7.438901647808806,-1.5693176967111373
Swedish Allsvenskan,0.1537388679519309,0.55,0.084556377373562,49,0.0578,61.2318,33,47,61,76,88,7.43580512653391,-1.6449866277899179
Swedish Allsvenskan,0.1537388679519309,0.6000000000000001,0.09224332077115856,49,0.0517,61.7038,34,47,62,76,91,7.4063453170302225,-1.7152589376016212
Swedish Allsvenskan,0.1537388679519309,0.65,0.09993026416875508,49,0.0497,61.9888,38,47,62,76,91,7.486967345194101,-1.734854634879306
Swedish Allsvenskan,0.1537388679519309,0.7000000000000001,0.10761720756635164,49,0.0384,62.6638,32,48,63,77,89,7.439738203085714,-1.8365968837899147
Swedish Allsvenskan,0.1537388679519309,0.75,0.11530415096394817,49,0.0362,63.0014,36,48,63,77,89,7.4186050986800085,-1.8873359363057705
Swedish Allsvenskan,0.1537388679519309,0.8,0.12299109436154472,49,0.0322,63.3791,35,49,63,78,91,7.429623349828176,-1.9353740187021116
Swedish Allsvenskan,0.1537388679519309,0.8500000000000001,0.13067803775914127,49,0.0245,63.9211,37,50,64,79,89,7.423987227133063,-2.0098499018784164
Swedish Allsvenskan,0.1537388679519309,0.9,0.13836498115673782,49,0.0212,64.4113,31,50,64,79,94,7.469184104111915,-2.06331773125204
Swedish Allsvenskan,0.1537388679519309,0.9500000000000001,0.14605192455433436,49,0.0194,64.9575,36,50,65,80,94,7.483013650884911,-2.1324964438776517
Swedish Allsvenskan,0.1537388679519309,1,0.1537388679519309,49,0.015,65.4657,40,51,65,80,94,7.468319830464481,-2.204739536305576
Swedish Allsvenskan,0.1537388679519309,1.05,0.16142581134952744,49,0.0136,65.8897,41,51,66,80,96,7.37633885796299,-2.2897131388923437
Swedish Allsvenskan,0.1537388679519309,1.1,0.169112754747124,49,0.0132,66.4597,37,52,66,81,92,7.507943315667956,-2.325497045717462
Swedish Allsvenskan,0.1537388679519309,1.15,0.17679969814472052,49,0.0096,66.8163,38,52,67,81,93,7.288831663353302,-2.444328641800931
Swiss Raiffeisen Super League,0.12951864118894302,0,0,43,0.9955,28.7162,10,18,29,40,50,5.472846861120502,2.609939646123326
Swiss Raiffeisen Super League,0.12951864118894302,0.05,0.006475932059447151,43,0.9952,28.9726,9,18,29,40,51,5.596300661875648,2.5065486734050126
Swiss Raiffeisen Super League,0.12951864118894302,0.1,0.012951864118894303,43,0.9956,29.1834,7,18,29,40,49,5.5164125589691055,2.5046350055047397
Swiss Raiffeisen Super League,0.12951864118894302,0.15000000000000002,0.019427796178341457,43,0.9942,29.4187,10,19,29,41,51,5.5375316464715185,2.4525909497336995
Swiss Raiffeisen Super League,0.12951864118894302,0.2,0.025903728237788606,43,0.9933,29.7056,8,19,30,41,48,5.51436029444447,2.4108689476445084
Swiss Raiffeisen Super League,0.12951864118894302,0.25,0.032379660297235754,43,0.9916,29.9671,10,19,30,41,52,5.56040550687988,2.343875816947958
Swiss Raiffeisen Super League,0.12951864118894302,0.30000000000000004,0.038855592356682914,43,0.9922,30.0752,11,19,30,41,53,5.538286036421568,2.33371839500566
Swiss Raiffeisen Super League,0.12951864118894302,0.35000000000000003,0.04533152441613006,43,0.9884,30.4109,9,20,30,41,52,5.6423616345003484,2.2311756699577106
Swiss Raiffeisen Super League,0.12951864118894302,0.4,0.05180745647557721,43,0.9901,30.5862,11,20,30,42,53,5.557486673471434,2.2337075605159895
Swiss Raiffeisen Super League,0.12951864118894302,0.45,0.05828338853502436,43,0.9858,30.8922,13,20,31,42,57,5.604455384068572,2.1603883286176337
Swiss Raiffeisen Super League,0.12951864118894302,0.5,0.06475932059447151,43,0.9868,31.0144,10,20,31,42,53,5.586941384282024,2.145288302776827
Swiss Raiffeisen Super League,0.12951864118894302,0.55,0.07123525265391867,43,0.9846,31.2639,11,21,31,42,54,5.543440246180732,2.117114910381839
Swiss Raiffeisen Super League,0.12951864118894302,0.6000000000000001,0.07771118471336583,43,0.982,31.505,11,20,31,43,53,5.671171944062524,2.026917912801917
Swiss Raiffeisen Super League,0.12951864118894302,0.65,0.08418711677281296,43,0.983,31.8056,12,21,32,43,52,5.581910462596229,2.005478245309102
